"title"||"url"||"description"||"lng"||"lat"||"city"||"street"||"zip"||"date_start"||"date_end"||"time_start"||"time_end"||"price"||"organizer"
"Die Würzburger Stolpersteine - \"gegen das Vergessen\""||"https://www.schroeder-haus.de/veranstaltungsdetails/16a0504ec1e7d2799e512982c85295ce/?tx_adebisevents_list%5Bevent%5D=1546&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Vom Schicksal jüdischer Mitbürger in der NS-Zeit  25.4.18, Mittwoch, 10.00 bis 11.30 Uhr  Im Rahmen der Reihe \"Frauen-Frühschoppen\" -  ein offenes Angebot für Frauen jeden Alters, auch Männer sind herzlich willkommen!"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-25||NA||0.416666666666667||0.479166666666667||"Gebühr: € 4,-"||"R.-A.Schroeder-Haus"
"Amichai bei Nacht"||"https://www.schroeder-haus.de/veranstaltungsdetails/dc88fba12a54af29a25601ac047894d7/?tx_adebisevents_list%5Bevent%5D=1545&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Nachtspaziergang zu J. Amichais Roman \"Nicht von jetzt, nicht von hier\"  24.4.18, Dienstag, 20.00 Uhr  J. Amichai, der Begründer der israelischen Lyrik, wurde 1924 in Würzburg geboren und emigrierte 1935 nach Palästina. Sein Roman \"Nicht von jetzt, nicht von hier\" spielt im zerstörten und teilweise wiederaufgebauten Würzburg, das Amichai 1958 besucht hatte. Die Zeit der Kindheit um 1930 wird ebenso in die Irrgänge des Protagonisten Joel integriert wie die Nachkriegszeit. Wir besuchen wichtige Handlungsorte, hören entsprechende Textstellen aus dem großen Roman Amichais und vollziehen die Poetisierung eines Realraums in der Fiktion.  Anmeldung bis 20.4.2018  Treffpunkt: Greisinghäuser (Eingang Stadtarchiv, Neubaustraße 12)"||"9.930171"||"49.7901572"||"Würzburg"||"Neubaustraße 12"||"97070"||2018-04-24||NA||0.833333333333333||NA||"Gebühr: € 9,- (ermäßigt € 7,-)"||"R.-A.Schroeder-Haus"
"Nicht nur Worte - ein literarisches Loblied auf die Macht der Sprache"||"https://www.schroeder-haus.de/veranstaltungsdetails/b55faaee0195c5746a33938689fabb28/?tx_adebisevents_list%5Bevent%5D=1543&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"22.4.18, Sonntag, 11.15 Uhr  Musikalisch-Literarische Matinee Worte haben eine oft unterschätze Macht. Sie können beflügeln oder entmutigen, trösten oder tief verletzen. Worte prägen unser Denken und Handeln und beeinflussen so unser ganzes Leben auf überraschende Weise. Wer einen Liebesbrief erhält oder ein Kompliment bekommt, ein Gedicht liest oder in einen heftigen Streit gerät, der spürt, wie Sprache berührt. Ein einziges Wort kann verbinden oder trennen. Die Bilder der Sprache verraten unsere tiefsten Empfindungen, egal, ob uns etwas im Magen liegt oder ob sich Schmetterlinge im Bauch befinden, ob uns etwas be-drückt oder er-heitert.  Schon immer waren Dichter und Schriftsteller von dieser Macht der Sprache fasziniert. In einem musikalisch-literarischen Reigen wird sich die Matinee mit dem Phänomen der Worte befassen und auf unterhaltsame Weise zum Nachdenken einladen über das Medium, mit dem wir denken und reden."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-22||NA||0.46875||NA||"Gebühr: € 6,- (ermäßigt € 4,-)"||"R.-A.Schroeder-Haus"
"Kirchen- und Kunstführung in St. Peter und Paul"||"https://www.schroeder-haus.de/veranstaltungsdetails/3d29fe41980fed9f5be524c7e6998bb2/?tx_adebisevents_list%5Bevent%5D=1544&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"22.4.18, Sonntag, 16.00 Uhr  Im Rahmen des Projekts Kunst im Petererviertel \"Mensch! Guck mal ...\" Die Pfarrkirche St. Peter und Paul, die dem Stadtviertel seinen Namen gibt, wurde ursprünglich in romanischer Zeit erstellt, im Hochmittelalter jedoch im gotischen Stil neu erbaut. Nach einer aufwändigen Renovierung in den Jahren 2015 und 2016 erstrahlt sie nun im neuen Glanz. Jürgen Hochmuths Kubus unter dem Titel \"Schutzraum\" wird zum Symbol für Geschlossenheit und Unzugänglichkeit. Frank Dimitri Etiennes Objekt \"Sin Luz\" leuchtet ohne künstliches Licht, indem es Lichtstrahlen aufnimmt und reflektiert."||"9.9328631"||"49.7891126"||"Würzburg"||"Peterpl. 8"||"97070"||2018-04-22||NA||0.666666666666667||NA||"Gebühr: ohne, Spende erwünscht"||"R.-A.Schroeder-Haus"
"IRAN -  Kulturstätten Persiens zwischen Wüsten, Steppen und Oasen"||"https://www.schroeder-haus.de/veranstaltungsdetails/12f260955566df3d6ab95991073322dd/?tx_adebisevents_list%5Bevent%5D=1541&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"19.4.18, Donnerstag, 19.00 Uhr  Um es vorweg zu sagen: Iran ist so unendlich groß und schön, dass hier nur die wichtigsten Highlights vorgestellt werden können. Natürlich beginnt unsere Reise im Herzen von Iran, dem alten Kernland Persiens, der Provinz Fars, die ehemals Pars hieß. Hier liegt die Stadt Schiras und nicht weit entfernt davon Persepolis und Pasargadae, die beiden alten Hauptstädte des alten Persien von Kyros, Darius und Xerxes. Von hier aus folgen wir dem Weg nach Yazd, dem ehemaligen Zentrum der Zarathustrier, die noch heute als kleine Minderheit Ihren Glauben in der Stadt pflegen. Dann Isfahan, die \"halbe Welt\" hat man diese faszinierende Stadt genannt, die bis heute nichts von ihrem Charme verloren hat. Und Teheran, der Moloch, mit mehr als 8 Millionen Einwohnern, wird die letzte Station sein, die an diesem Abend vorgestellt wird. Dr. Gallas ist Autor und Herausgeber zahlreicher Bücher, vor allem von Reise- und Kunstführern, u.a. zum Iran und Autor zahlreicher Kulturdokumentationen im Fernsehen. Für Teilnehmende der Studienreise ist der Informationsabend kostenlos."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-19||NA||0.791666666666667||NA||"Gebühr: € 5,- (ermäßigt € 3,-)"||"R.-A.Schroeder-Haus"
"Vegetarisch vom Frühling in den Sommer"||"https://www.schroeder-haus.de/veranstaltungsdetails/036dbed54f7991a3d973266c4a04c0da/?tx_adebisevents_list%5Bevent%5D=1542&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"19.4.18, Donnerstag, 18.30 bis 22.00 Uhr, 1x  * Bitte zu den Kursen eine Schürze mitbringen!"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-19||NA||0.770833333333333||0.916666666666667||"Gebühr: € 12,- + Materialgeld"||"R.-A.Schroeder-Haus"
"Harald Szeemann und das Museum der Obsessionen"||"https://www.schroeder-haus.de/veranstaltungsdetails/03d59c2f46df09b48aa522eb03e4f1d6/?tx_adebisevents_list%5Bevent%5D=1539&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Eine Phänomenologie des Zeigens  18.4.18, Mittwoch, 19.00 Uhr  Im Rahmen des Projekts Kunst im Petererviertel \"Mensch! Guck mal ...\" Harald Szeemann (1933 - 2005) war Ausstellungsmacher, radikaler Visionär und Utopist -  und \"besessen\" davon, Ausstellungen zu einem eigenen, gelebten Ausdrucksmittel zu machen. Für ihn sind \"Obsessionen\" energetisch aufgeladene, geistige Räume: Das \"Museum der Obsessionen\" (Harald Szeemann) ist Denken, Erfülltsein von Ideen. Bei der Realisierung von Ausstellungen war es für Szeemann ein unerschöpfliches Reservoir an vorausgedachten, schöpferischen Möglichkeiten, die in genialen Inszenierungen zu Meisterwerken des Zeigens wurden. Zu einem Zeigen, das nach Lambert Wiesing ein \"menschliches Phänomen sui generis\" ist, das von dem Bedürfnis erfüllt ist, einen Anderen \"etwas Bestimmtes sehen zu lassen\"."||"9.9328665"||"49.7878745"||"Würzburg"||"Zwinger 6"||"97070"||2018-04-18||NA||0.791666666666667||NA||"Gebühr: € 10,-"||"R.-A.Schroeder-Haus"
"Intranet, Cloud & Co"||"https://www.schroeder-haus.de/veranstaltungsdetails/ccf5b248c35ac6f632f434075b8f687a/?tx_adebisevents_list%5Bevent%5D=1540&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Fortbildung für Sekretärinnen in Kirchengemeinden und Einrichtungen  18.4.18, Mittwoch, 9.00 bis 12.00 Uhr  Bei dieser Fortbildung wird das Intranet, ein Informationsportal der ELKB und weitere digitale Anwendungen wie die elkbCloud vorgestellt. Aktuelle Informationen und Entwicklungen in den Einrichtungen und Gemeinden ergänzen den Vormittag. Anmeldung erforderlich. Gesonderte Einladung ergeht."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-18||NA||0.375||0.5||""||"R.-A.Schroeder-Haus"
"Verwurzelt sein"||"https://www.schroeder-haus.de/veranstaltungsdetails/323ed09a554dee33e3c05d79c7a2ee37/?tx_adebisevents_list%5Bevent%5D=1538&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Über die Füße die eigene Lebenskraft stärken  16.4. - 30.4.18, montags, 19.00 bis 21.30 Uhr, 3x  WohlerGEHEN beginnt ganz unten. Unsere Füße spielen dabei die Hauptrolle, sie sind unser Fundament, unsere Wurzeln. In diesem Kurs geht es um das Entdecken und Spüren der eigenen Füße. Erfahren Sie was ein sicherer STAND mit Selbständigkeit zu tun hat und wie Sie wieder mehr zu sich selber STEHEN können. Durch Fußmassagen wird die natürliche Beweglichkeit verbessert, leichte Dehn- und Kräftigungsübungen verwandeln Starre in Beweglichkeit. GEHEN Sie mit mir auf eine kreative Entdeckungsreise in die Welt der Füße!"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-16||2018-04-30||0.791666666666667||0.895833333333333||"Gebühr: € 38,-"||"R.-A.Schroeder-Haus"
"Mein kleiner Segelflieger"||"https://www.schroeder-haus.de/veranstaltungsdetails/e821c2bdf6de4ef27d0527082281e0b9/?tx_adebisevents_list%5Bevent%5D=1537&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Für Eltern und Kinder von 3 - 6 Jahren  14.4.18, Samstag, 9.30 bis 13.30 Uhr, 1x  Es war schon immer fazinierend ein Segelflugzeug zu beobachten, wie es so still und lautlos dahin schwebt. Wir wagen uns heute an unser erstes Flugzeug, bestehend aus dünnen Holzleisten, sägen schnitzen und schleifen Rumpf, Tragflächen sowie ein Höhenleitwerk und bringen diese Teile zusammen. In den ersten Flugversuchen wird unsere Flugmaschine ausgewogen."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-14||NA||0.395833333333333||0.5625||"Gebühr: € 24,- (1 Erw. + 1 Kind / € 8,- weitere Person) + Material n. Verbrauch"||"R.-A.Schroeder-Haus"
"Konzert für Oboe und Orgel"||"https://www.schroeder-haus.de/veranstaltungsdetails/7793cbad175d168ea5910fa7e9919082/?tx_adebisevents_list%5Bevent%5D=1536&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"13.4.18, Freitag, 19.30 Uhr  Im Rahmen des Projekts Kunst im Petererviertel \"Mensch! Guck mal...\" U.a. mit Werken von Johann Sebastian Bach, Benedetto Marcello, Felix Mendelssohn-Bartholdy Musik: Bettina Fleckenstein - Oboe, Aschaffenburg Andreas Unterguggenberger - Orgel, Domkapellmeister Passau"||"9.9328631"||"49.7891126"||"Würzburg"||"Peterpl. 8"||"97070"||2018-04-13||NA||0.8125||NA||"Gebühr: ohne"||"R.-A.Schroeder-Haus"
"Familie bleiben trotz Trennung und Scheidung"||"https://www.schroeder-haus.de/veranstaltungsdetails/3810dcf96c8d930733478b37db88d1e0/?tx_adebisevents_list%5Bevent%5D=1532&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"13.4.18, Freitag, 19.00 Uhr  In Kooperation mit dem Evangelischen Beratungszentrum Würzburg Wenn Paare getrennte Wege gehen, ist es eine Herausforderung, als Eltern für die Kinder da zu sein und sie gut im Blick zu haben. In dem Vortrags- und Gesprächsabend geht es um die Frage, was Kinder und Jugendliche jetzt brauchen und wie Sie als Eltern/ Vater /Mutter Ihre Kinder unterstützen können. Die Referentin kennt aus ihrer Beratungstätigkeit die Erfahrungen vieler Paare und lässt Sie an den \"do`s\" und\"don`ts\" aus der Familien- und Trennungsberatung teilhaben."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-13||NA||0.791666666666667||NA||"Gebühr: € 5,- (ermäßigt € 3,-)"||"R.-A.Schroeder-Haus"
"Geselliges Kochen für Männer"||"https://www.schroeder-haus.de/veranstaltungsdetails/4f2123985dd1b758c23583b6d30dabd9/?tx_adebisevents_list%5Bevent%5D=1533&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"13.4. + 20.4.18, freitags, 18.00 bis 22.00 Uhr, 2x  * Bitte zu den Kursen eine Schürze mitbringen!"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-13||2018-04-20||0.75||0.916666666666667||"Gebühr: € 26,- + Materialgeld"||"R.-A.Schroeder-Haus"
"PEKiP -  Spiel und Bewegung im ersten Lebensjahr"||"https://www.schroeder-haus.de/veranstaltungsdetails/5d2bdce61f57aaae3bdaf78f88773d45/?tx_adebisevents_list%5Bevent%5D=1534&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"PEKiP-Kurs für Eltern mit Babys geboren August - Oktober 2017  13.4. - 29.6.18, freitags, 9.15 bis 10.45 Uhr, 10x (außer 25.5. und 1.6.)  Im \"Prager-Eltern-Kind-Programm\" werden Mütter und/oder Väter mit Spiel- und Bewegungsanregungen vertraut gemacht, die dem Entwicklungsstand ihres Kindes entsprechen. Gleichzeitig besteht die Möglichkeit zum Knüpfen neuer Kontakte und gemeinsamen Austausch über Fragen der Pflege, Erziehung, Ernährung und Entwicklung. Ein Quereinstieg ist bei freien Kursplätzen möglich. Weitere Informationen unter www.pekip.de Bitte bei Anmeldung Geburtsdatum des Kindes angeben! * Bitte Handtuch und Mullwindel mitbringen. Der Raum ist gut beheizt, denken Sie an entsprechend leichte Kleidung für sich."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-13||2018-06-29||0.385416666666667||0.447916666666667||"Gebühr: € 90,-"||"R.-A.Schroeder-Haus"
"PEKiP -  Spiel und Bewegung im ersten Lebensjahr"||"https://www.schroeder-haus.de/veranstaltungsdetails/ab42a801111da3a46c99207d04ae7c70/?tx_adebisevents_list%5Bevent%5D=1535&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"PEKiP-Kurs für Eltern mit Babys geboren Dezember 2017 - Februar 2018  13.4. - 29.6.18, freitags, 11.00 bis 12.30 Uhr, 10x (außer 25.5. und 1.6.)  Im \"Prager-Eltern-Kind-Programm\" werden Mütter und/oder Väter mit Spiel- und Bewegungsanregungen vertraut gemacht, die dem Entwicklungsstand ihres Kindes entsprechen. Gleichzeitig besteht die Möglichkeit zum Knüpfen neuer Kontakte und gemeinsamen Austausch über Fragen der Pflege, Erziehung, Ernährung und Entwicklung. Ein Quereinstieg ist bei freien Kursplätzen möglich. Weitere Informationen unter www.pekip.de Bitte bei Anmeldung Geburtsdatum des Kindes angeben! * Bitte Handtuch und Mullwindel mitbringen. Der Raum ist gut beheizt, denken Sie an entsprechend leichte Kleidung für sich."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-13||2018-06-29||0.458333333333333||0.520833333333333||"Gebühr: € 90,-"||"R.-A.Schroeder-Haus"
"Kunst als Betriebsstörung"||"https://www.schroeder-haus.de/veranstaltungsdetails/74b9512b74328853daa7cffb41c0bdc7/?tx_adebisevents_list%5Bevent%5D=1530&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"12.4.18, Donnerstag, 19.00 Uhr  Im Rahmen des Projekts Kunst im Petererviertel \"Mensch! Guck mal ...\" Heute stärker denn je, in Zeiten der Ich-AGs, des Flexibilitäts- und Innovationszwangs, der Totalität der Konkurrenz und der ideologischen Vormachtstellung des Neo-Liberalismus, bleibt vielen Menschen nichts anderes übrig als der Versuch, \"sich selbst zum erfolgsadäquaten Apparat zu machen, der bis in die Triebregungen hinein dem von der Kulturindustrie präsentierten Modell entspricht\" (Theodor W. Adorno). Der Künstler, soweit er sich noch nicht selbst aufgegeben hat, ist dazu ein Gegenmodell. Sich weder der Diktatur der Angepassten zu unterwerfen, noch sich von vorschneller Versöhnung, Hoffnung und Erbauung täuschen zu lassen, ist nach wie vor die kaum lösbare Aufgabe der Kunst."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-12||NA||0.791666666666667||NA||"Gebühr: € 5,- (ermäßigt € 3,-)"||"R.-A.Schroeder-Haus"
"Meditation - Einführung und Begleitung"||"https://www.schroeder-haus.de/veranstaltungsdetails/cfd09cd3feb4dab0a03abd0a04d1817a/?tx_adebisevents_list%5Bevent%5D=1531&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"12.4. - 17.5.18, donnerstags, 20.00 bis 21.00 Uhr, 5x (außer 10.5.18)  Es soll die Möglichkeit gegeben werden, Meditation kennenzulernen und über einen längeren Zeitraum einzuüben. Verschiedene Meditations-Formen werden angeboten, um den persönlich geeigneten Weg zu finden: wir werden üben, den Körper wahrzunehmen, den Atem zu spüren, auf die Stille zu hören und in Ruhe und Bewegung achtsam und wach anwesend zu sein."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-12||2018-05-17||0.833333333333333||0.875||"Gebühr: € 30,-"||"R.-A.Schroeder-Haus"
"PEKiP -  Spiel und Bewegung im ersten Lebensjahr"||"https://www.schroeder-haus.de/veranstaltungsdetails/4bd894564277dcdbb19f150bd92ab872/?tx_adebisevents_list%5Bevent%5D=1528&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"PEKiP-Kurs für Eltern mit Babys geboren November 2017 - Januar 2018  11.4. - 27.6.18, mittwochs, 10.45 bis 12.15 Uhr, 10x (außer 23.5. und 30.5.)  Im \"Prager-Eltern-Kind-Programm\" werden Mütter und/oder Väter mit Spiel- und Bewegungsanregungen vertraut gemacht, die dem Entwicklungsstand ihres Kindes entsprechen. Gleichzeitig besteht die Möglichkeit zum Knüpfen neuer Kontakte und gemeinsamen Austausch über Fragen der Pflege, Erziehung, Ernährung und Entwicklung. Ein Quereinstieg ist bei freien Kursplätzen möglich. Weitere Informationen unter www.pekip.de Bitte bei Anmeldung Geburtsdatum des Kindes angeben! * Bitte Handtuch und Mullwindel mitbringen. Der Raum ist gut beheizt, denken Sie an entsprechend leichte Kleidung für sich."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-11||2018-06-27||0.447916666666667||0.510416666666667||"Gebühr: € 90,-"||"R.-A.Schroeder-Haus"
"Der Darm"||"https://www.schroeder-haus.de/veranstaltungsdetails/a167cabf2010ed90e465ac88997ed209/?tx_adebisevents_list%5Bevent%5D=1529&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Tipps und Tricks für ein gutes Bauchgefühl  11.4.18, Mittwoch, 10.00 bis 11.30 Uhr  Im Rahmen der Reihe \"Frauen-Frühschoppen\" -  ein offenes Angebot für Frauen jeden Alters, auch Männer sind herzlich willkommen!"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-11||NA||0.416666666666667||0.479166666666667||"Gebühr: € 4,-"||"R.-A.Schroeder-Haus"
"Der einfache Islam und das komplizierte Christentum"||"https://www.schroeder-haus.de/veranstaltungsdetails/4a324894419004618f5c73b2596742b5/?tx_adebisevents_list%5Bevent%5D=1526&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Anmerkungen zu zwei Zerrbildern  9.4.18, Montag, 19.00 Uhr  In Kooperation mit dem Interreligiösen Gesprächskreis Würzburg Schnell sind in der öffentlichen Wahrnehmung der jeweils anderen Religion die Urteile gesprochen. Ein solches, auf beiden Seiten verankertes Urteil ist, dass der Islam eine schlichte und einfache Religion des reinen Ein-Gott-Glaubens ist, während das Christentum philosophisch anspruchsvoll, aber auch schwierig und kompliziert sei. Wer den Anderen nun intensiver kennen lernt, dem zeigt sich ein differenziertes, verschiedenfarbiges Bild. So soll an dem Abend erkundet werden, woher das Stereotyp vom einfachen Islam und komplizierten Christentum kommt, warum das Bild vielfältig ist und ob es nicht doch einen Kern der Wahrheit in diesem Bild gibt. Die Veranstaltung wird durchgeführt mit freundlicher Unterstützung des Interreligiösen Gesprächskreises Würzburg."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-09||NA||0.791666666666667||NA||"Gebühr: ohne"||"R.-A.Schroeder-Haus"
"Ikebana im Frühling"||"https://www.schroeder-haus.de/veranstaltungsdetails/be5c963794da4a38b0282616a642c720/?tx_adebisevents_list%5Bevent%5D=1527&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"für Anfänger und Fortgeschrittene  9.4., 23.4. + 7.5.18, montags, 19.30 bis 21.45 Uhr, 3x  Ikebana ist die japanische Kunst des Blumenstellens, sie bringt Zweige, Blumen und Blätter in ihrer vollen Schönheit zur Geltung. Kado wird der Blumenweg genannt. Miteinander gehen wir diesen Weg, lernen dabei in Achtsamkeit mit den Pflanzen umzugehen. Gleichzeitig schulen wir unsere Beobachtungsgabe und Konzentrationsfähigkeit. Wir üben in der Stille und kommen dadurch zur Ruhe und zu uns selbst. Wir üben uns im klassischen Stil des Shoka und Seika, für Anfänger und Fortgeschrittene. * Bitte Blumenschere, kleines Küchenmesser und ein Handtuch mitbringen. Falls vorhanden, bringen Sie für den ersten Abend bitte eine Shokwa-Schale (Schale mit Fuß) mit und einen passenden Steckigel. Anfänger können Zubehör auch am ersten Abend erwerben."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-09||2018-04-23||0.8125||0.90625||"Gebühr: € 50,- inkl. Blumen"||"R.-A.Schroeder-Haus"
"Auftakt des Kunstprojekts Kunst im Petererviertel - \"Mensch! Guck mal...\""||"https://www.schroeder-haus.de/veranstaltungsdetails/0d6edc34a6a2998278719001ee32348c/?tx_adebisevents_list%5Bevent%5D=1525&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"7.4.18, Samstag, 18.30 Uhr  18.30 Uhr: Begrüßung und Betrachtungen zur Kunst der ausstellenden Künstlerinnen und Künstler durch Dr. Anni Hentschel, Direktorin des Schröder-Hauses, und Begehung der Ausstellungsorte mit Saxophon-Impressionen von Johannes Liepold. 19.30 Uhr: Begrüßung durch Stefan Moos, Leiter der Volkshochschule, und Ausklang in der Volkshochschule. Einführung: Dr. Anni Hentschel Musik: Johannes Liepold (Saxophon)"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-04-07||NA||0.770833333333333||NA||"Gebühr: ohne"||"R.-A.Schroeder-Haus"
"Gut vorbereitet in den (Un-)Ruhestand"||"https://www.schroeder-haus.de/veranstaltungsdetails/da3e1a4a35b409a7f229f4a3558e939f/?tx_adebisevents_list%5Bevent%5D=1524&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Fortbildung für Berater/-innen in Altersfragen  27.3.18, Dienstag, 17.00 bis 19.00 Uhr, 1x  Auf dem Weg in den Ruhestand stehen Klärungen und Vergewisserungen im Blick auf Rentenzahlungen und Einkünfte an. Folgende Themen sind dabei von Interesse: - Grundrente und Grundsicherung - Was ist die Flexirente? - Anrechnung von Kindererziehungszeiten - Zuverdienst zur Rente - welche Dazuverdienstgrenzen gibt es?"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-03-27||NA||0.708333333333333||0.791666666666667||"Gebühr: ohne"||"R.-A.Schroeder-Haus"
"Loslassen - ein Weg zur Freiheit Meinen Freigeist entfalten"||"https://www.schroeder-haus.de/veranstaltungsdetails/ae6962393d84ad0a6edfb305ca9366ca/?tx_adebisevents_list%5Bevent%5D=1523&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"22.3.18, Donnerstag, 19.30 bis 21.00 Uhr, 1x  Vielen Menschen fällt das Loslassen schwer. Sie hängen an etwas, das ihnen wichtig scheint, aber nicht mehr für ihr Leben relevant ist. Oder sie können eine Situation nicht akzeptieren, die sich nicht mehr ändern lässt. Ein Familienmitglied oder ein Freund ist verstorben, über dessen Tod sie nicht hinwegkommen, eine Trennung vom Partner, sie werden von Schuldgefühlen geplagt oder hadern mit ihrem Schicksal, weil sie eine private oder berufliche Chance nicht wahrgenommen haben u.v.m.. Die Gründe für das Nicht-Loslassen sind vielfältig und häufig auch nachvollziehbar. Wenn Sie mit einer Situation nicht abschließen können, dann schadet das letztendlich Ihrer eigenen seelischen und körperlichen Gesundheit. Sie beschäftigen sich zu stark mit einem kraftraubenden Thema. Dadurch investieren Sie langfristig Ihre Energie in zerstörerische Gefühle und belastende Gedanken, die das Vorwärtskommen Ihrer persönlichen Entwicklung ausbremsen. Anhand von anschaulichen Beispielen und durch praktische Übungen werden Sie erkennen, dass Loslassen möglich, vor allem sinnvoll und \"Not\"-wendig ist.   * Bitte Schreibmaterial mitbringen"||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-03-22||NA||0.8125||0.875||"Gebühr: € 10,-"||"R.-A.Schroeder-Haus"
"\"Schmerzlos glücklich\""||"https://www.schroeder-haus.de/veranstaltungsdetails/edce248589ac5a280de162abc103145c/?tx_adebisevents_list%5Bevent%5D=1521&tx_adebisevents_list%5Bcontroller%5D=Event&tx_adebisevents_list%5Baction%5D=show"||"Chronische Schmerzen mit effektiven Methoden sanft behandeln  20.3.18, Dienstag, 19.00 Uhr  Schmerzen sind ein körpereigenes Warnsignal, doch manchmal verselbständigt sich der Schmerz und chronifiziert. Die Lebensqualität ist eingeschränkt und das kontinuierliche Einnehmen von Schmerzmitteln keine gesunde Alternative. Schmerzen können einem das Leben zur Hölle machen. Ob bei Kopfschmerzen, Migräne, Nebenhöhlen, Rückenschmerzen, Knieschmerzen, Arthrose, Arthritis, Fibromyalgie u.a. kann die traditionelle chinesische Medizin mit ihrem 2000 Jahre alten Wissensschatz selbst versteckte Ursachen der Beschwerden erkennen und Linderung und Heilung herbeiführen. Richtig angewendete Akupunktur kann Hervorragendes bewirken."||"9.93501"||"49.78972"||"Würzburg"||"Wilhelm-Schwinn-Platz 3"||"97070"||2018-03-20||NA||0.791666666666667||NA||"Gebühr: € 5,- (ermäßigt € 3,-)"||"R.-A.Schroeder-Haus"
